Entropy,Episode
0.10591407592669283,0
0.0897224248030111,0
0.10453565052788764,0
0.05897998909076991,0
0.04974549648953193,0
0.08423070161807161,0
0.1313050009891309,0
0.1765506149840705,0
0.08703652932604473,0
0.06270406729334287,0
0.11234507525525411,0
0.06927595330541139,0
0.07485684777887602,0
0.10588815672238412,0
0.06809320336508284,0
0.046980532956126274,0
0.11562696372123157,0
0.10490596451480391,0
0.0747468660471783,0
0.042939479703750456,0
0.036133387245077205,0
0.054331101170057704,0
0.04140038190275866,0
0.07958989434925451,0
0.054488471439459236,0
0.05457771866862038,0
0.06864957282904274,0
0.046454645169831166,0
0.05978288002366006,1
0.17068605829343592,1
0.10736099807464466,1
0.033652766022399624,1
0.0747792439302641,1
0.05853165734779457,1
0.07575861058691,1
0.20752609751444182,1
0.14769464148771955,1
0.10524656258640133,1
0.0513749520801219,1
0.11889984138102432,1
0.06808654600946774,1
0.08121853875345629,1
0.11392622581648668,1
0.038202532316124777,1
0.05218553678325599,1
0.027766356833922798,1
0.07017526190917447,1
0.13671002912591856,1
0.05505338714559764,1
0.08157611474989052,1
0.03337054719934487,1
0.13091737643244153,1
0.10660617810705102,1
0.0517849547790662,1
0.07479285074717797,1
0.08761861340190674,1
0.15256764880237866,1
0.024285904923241834,1
0.05024207718692003,1
0.09283439265292394,1
0.06697585415757584,1
0.12038885940091677,1
0.03914802798946148,1
0.05091858753722629,1
0.08944166480394344,1
0.05859688915087132,1
0.13982092617792538,1
0.05138490783673444,1
0.045020129879158606,1
0.07515676736010307,2
0.09945775526491904,2
0.09670229339897689,2
0.09334644160249232,2
0.1475005908885516,2
0.1281073035130369,2
0.11619388027250294,2
0.16357906236072692,2
0.04910205298096089,2
0.0880942768970102,2
0.05813895115981722,2
0.08267309799487067,2
0.11453130842841303,2
0.07478838861458106,2
0.12402836776267598,2
0.09865877674678505,2
0.10677447948974386,2
0.12763392392341966,2
0.10131202507096623,2
0.0684595226916914,2
0.10698072939391175,2
0.09117401485323011,2
0.0978678811951478,2
0.10054359286676384,2
0.06776315194603799,2
0.10279333402033063,2
0.1308374880612355,2
0.09595093933904066,2
0.14218563206263163,2
0.07604385297605658,2
0.12725323531475116,2
0.10755803933275404,2
0.07507231867530757,2
0.0960850766958758,2
0.07653295493388122,2
0.07899738034545996,2
0.1050170962235475,2
0.0720580371050677,2
0.11692308861911133,2
0.09123359939508004,2
0.11493196681202716,2
0.05447319551046146,3
0.07969334913223636,3
0.12480927607090067,3
0.061997450479990404,3
0.15847608491416937,3
0.09166868462434478,3
0.1131383245155421,3
0.09550343784506585,3
0.09562961221106764,3
0.06125880467724582,3
0.11365606442348929,3
0.07026789921344409,3
0.12386785351973918,3
0.12268818642220597,3
0.057490856239963285,3
0.05336862198974226,3
0.07574422874309018,3
0.07564589907940542,3
0.03694162044968323,3
0.049386675777646244,3
0.11492821448466764,3
0.11595660394492843,3
0.094977960007496,3
0.08120590744940612,3
0.22389785859333666,3
0.0831588024789298,3
0.16435837383168694,3
0.18047457598405944,3
0.1015654068785484,3
0.05678491974604569,3
0.09227698974282303,3
0.1888249029286778,3
0.14136592198676728,3
0.20810368000449492,3
0.12829732332010946,3
0.13701307559861303,3
0.02791789912862888,3
0.06133826600045564,3
0.10736933603420673,3
0.08067521007283239,3
0.04217323750785392,3
0.1399060263346256,4
0.027289641306758018,4
0.06844230307879294,4
0.05303932998798125,4
0.10579935371377513,4
0.08703059376556044,4
0.06409422131107158,4
0.05935608522505665,4
0.05078285529559051,4
0.07609067357816116,4
0.053461004116393325,4
0.047232215873064184,4
0.04341286602308796,4
0.06519592271517909,4
0.058654172227550094,4
0.05659675287017746,4
0.06819557275819864,4
0.06415136278912076,4
0.05564556645617346,4
0.0673861505601008,4
0.04722113944583001,4
0.04949361736570395,4
0.05575495756664722,4
0.04225760813287403,4
0.062465214450499434,4
0.05965635558924866,4
0.05789961208192126,4
0.060341063774727664,4
0.050347872623185595,4
0.050647334143884164,4
0.04893847462574999,4
0.058188539961138645,4
0.06837642715817187,4
0.0656225829819673,4
0.04683293046218173,4
0.0572785668423456,4
0.05448671285504722,4
0.05038952823586219,4
0.06188221121298055,4
0.056017080958603215,4
0.058695824989875134,4
0.06357845497162214,5
0.0535395508125799,5
0.127006864977797,5
0.09769129261478011,5
0.06346530565800945,5
0.0814668447098669,5
0.06677182325815324,5
0.08913701944817673,5
0.14104470045407924,5
0.06895637458435602,5
0.07711897897090278,5
0.13058628414093237,5
0.1554063774828956,5
0.16207881840369823,5
0.08850027099413273,5
0.15121999475761216,5
0.15162302229893562,5
0.07859604146135726,5
0.0960902625804653,5
0.13126902668010673,5
0.16002088957557256,5
0.07431173831949639,5
0.15771267454276638,5
0.08811012690035425,5
0.10321691480069019,5
0.07008530399975378,5
0.06531156421188167,5
0.07639920870860553,5
0.06975595331128655,5
0.25049831622667446,5
0.0707543157190694,5
0.03642638903057394,5
0.07777747995573314,5
0.08420875240402799,5
0.07539281284870653,5
0.1686539495522169,5
0.059962562440750475,5
0.0642245178113529,5
0.07774524138391188,5
0.08756744179364384,5
0.18638814491016364,5
0.11099270584137186,6
0.07658822330208061,6
0.08809297219083297,6
0.056456752608272855,6
0.06367634052850821,6
0.10655441247506772,6
0.12142139538475119,6
0.07464079703750968,6
0.16475852121164838,6
0.08047795801928477,6
0.1345244663810523,6
0.13884325325401647,6
0.14315216265287062,6
0.08896504440352482,6
0.09026554341054041,6
0.07219302545230787,6
0.08821075055004884,6
0.08120452383348753,6
0.07727783832523795,6
0.0899202225854801,6
0.06199754357530384,6
0.09192199778702839,6
0.08458939171062704,6
0.060090236708753506,6
0.0664109703377675,6
0.062163483431306135,7
0.10680029875002886,7
0.10659494126402655,7
0.06194687278731708,7
0.10254072552584943,7
0.10663059788072529,7
0.07655715596179649,7
0.25515633609109384,7
0.2706086953195884,7
0.070518775524299,7
0.05660698995368349,7
0.0889639947579343,7
0.1157706041282785,7
0.05006446537439087,7
0.1256031185725653,7
0.030392875789698806,7
0.08228207310705814,7
0.018000665592991634,7
0.088530011671549,7
0.13688764554154953,7
0.09494602711867607,7
0.22437528310011262,7
0.18041263702923757,7
0.03288727386097964,7
0.059727665587880605,7
0.16738841553793193,7
0.08550177572444108,8
0.08817263568913561,8
0.032091651362019406,8
0.04580202452394642,8
0.09871289850409055,8
0.08249737391802152,8
0.15052948428561153,8
0.08386317516899977,8
0.05899346171887271,8
0.148910282000079,8
0.10526309886692599,8
0.07661333042967959,8
0.16459373623245316,8
0.07538179883971471,8
0.09463091032796887,8
0.14264739779120122,8
0.05729887895861288,8
0.04626930624115481,8
0.05438745851663464,8
0.05199425302484092,8
0.06042754320464742,8
0.04461122349977028,8
0.053079651993534004,8
0.07561278176157935,9
0.041599701118691886,9
0.07989061432610174,9
0.08678964046665645,9
0.12490569945523403,9
0.08009874549320473,9
0.07040307368563557,9
0.235301156031398,9
0.09933062933804049,9
0.20679013746150288,9
0.07324309990288919,9
0.04210774954585641,9
0.17237879261751482,9
0.054531836016672226,9
0.12347013797713015,9
0.16517588846661724,9
0.047746287126898185,9
0.05871553663991201,9
0.05388459065522657,9
0.04494017545757207,9
0.06935038574334304,9
